Mar,1039546276,465215998689,35384072,38643638030,28517325,34295616977,5110933551,2076357005764,125261155,25615840807,0.8106846678015116,0.7994508382102924,0.8061864132793853,0.786460704521881,0.17405519223847057,0.20383679626817183,0.01975839448214402,0.009702499209947212
Apr,1340127260,546557018379,45076519,48695873985,33644177,27981465443,6507755802,3073397822770,222139880,71118102855,0.8027495120223832,0.8231382270345129,0.7986207556772815,0.8157116559143293,0.1741186149707168,0.165412862032699,0.02726062935200171,0.018875482052971765
May,1334555748,522857634603,15836916,16720697835,54193740,28066555698,6939507735,3309118908256,235738779,84667788501,0.8151325954527172,0.8424190579689486,0.8088161857372896,0.8353341051945444,0.1637078970446217,0.14329286672543465,0.02747591721808865,0.021373028080020954
Jun,1387948600,550359687261,17675270,15889265110,29955352,23190521277,7390749260,3426154278397,309849160,118168172164,0.8122329603012769,0.8344323797346012,0.8089541983097969,0.8288223514595845,0.15713127286410092,0.14259153876182404,0.03391452882610226,0.028586109778591474
Jul,1452603793,602461306494,30393425,28605348570,81673391,88630850236,6979471404,3101569711227,248957155,82832099273,0.8030325440542103,0.8171412414003323,0.7937441931054087,0.7944392445844961,0.17794301862239614,0.18434405661438066,0.028312788272195227,0.02121669880112326
Aug,1796392734,687501246559,50472296,46852954521,72687750,70465473253,7730552814,3661119815007,234565404,90879904844,0.7894284559980658,0.8189012917700293,0.7820748728575944,0.8034375511304646,0.19419490849906787,0.17661873440940287,0.023730218643337794,0.019943714460132576
Sep,1912051860,715389842113,122525351,128578091629,103454976,84640959537,6385467934,3019039329114,236537073,81653829928,0.7407414793220797,0.7702773950300366,0.7289316006984068,0.7492710374926947,0.24406656497581988,0.23046395659121488,0.027001834325773296,0.020265005916090338
Oct,1656896973,654693130920,43671479,46081698891,36060571,29082412814,6027944604,3171104393965,334233967,140776075551,0.7487528385650891,0.791784879351755,0.7443002607526819,0.7845893573052256,0.21443021121857264,0.18058006100509133,0.04126952802874551,0.03483058168968311
Nov,1840041417,680849280212,22783620,24528676777,112406598,38338104315,5918709264,3135508758521,225381124,74657198976,0.7428102795917397,0.8027166333603594,0.72896594656965,0.7930203136086067,0.24327543967398568,0.18809768672094296,0.027758613756364372,0.018881999670450338
Dec,2058208633,814577263590,133315209,138640412911,28558220,17007798779,6326541599,3486919134158,187860651,41925143134,0.7275872955967134,0.7788114267252463,0.7243177013104468,0.7750311344172026,0.2541743716855622,0.21565024074706723,0.021507927003990936,0.009318624835730208
