Mar-Apr,646968332,343431696951,24964300,26925495699,39586458,48733483893,2892828839,2690287002517,45917319,19086510048,0.8033430717416182,0.8755160106822129,0.7924982549103785,0.859938564067139,0.1949225718294979,0.13396051583460597,0.012579173260123588,0.006100920098254991,0.010844816831239766,0.015577446615073796,3650265248,3128464189108
May-Jun,702093598,340514133154,1791803,273510990,29911925,26251474109,3617250812,3491105888855,50859759,17682700810,0.8285413557802116,0.9075112796624901,0.8217461375021586,0.9007381524526891,0.16669983633689825,0.09469954443619076,0.011554026160943094,0.0045623031111201575,0.006795218278052945,0.006773127209800988,4401907897,3875827707918
Jul-Aug,811741721,390432136953,3101617,435163413,123307642,144574721541,3355995670,3282454352857,56220707,20540293357,0.7997723011601753,0.8928189705095765,0.7714281104560062,0.8551539693538397,0.21564868044774638,0.1394948173442473,0.012923209096247364,0.005351213301913076,0.02834419070416908,0.03766500115573681,4350367357,3838436668121
Sep-Oct,969929298,418003338672,3068870,1686483851,73769326,89041174832,3386256808,3051620723794,73020774,24067479223,0.7678631872612008,0.876198268969225,0.7514919959491324,0.8513570967026667,0.23230293446802616,0.1419284321717177,0.01620506958284143,0.006714471125615614,0.016371191312068444,0.024841172266558298,4506045076,3584419200372
Nov-Dec,981093071,517370356550,4351592,2795054586,29966075,25296609695,3615233768,3550801150813,68296442,20990083613,0.7757492344208962,0.8685639524219112,0.7693720368073032,0.8624199024627058,0.2160935302734943,0.13248201823255396,0.014534432919202542,0.005098079304740217,0.0063771976135929935,0.006144049959205383,4698940948,4117253255257
