Mar,759765111,295901926936,15936116,16768026933,4432598,3159254669,3882917494,938643600030,104395146,16354376496,0.8153945976192519,0.7410943563121606,0.8144648340587082,0.738608373397937,0.16363766866126728,0.24852254677105806,0.021897497280024516,0.012869079831005015
Apr,972940093,372439393181,39560175,43645989383,18142446,10384343858,4842943020,1520824225987,197088570,61293057118,0.8007488497277814,0.7623312122314196,0.7977603108783087,0.7571612376130707,0.16977400901262385,0.2123232523157804,0.0324656801090675,0.03051551007114889
May,1003917276,360241271918,15032464,16563214944,37329680,16287040438,5111538196,1556051035378,207158566,72831638587,0.8076685667529291,0.7776251916727247,0.8018129087968411,0.7695701727571468,0.16569150846123115,0.1944097640088937,0.032495582741927806,0.036020063233959475
Jun,1016493474,372461916792,16687919,15773237011,16907487,8718562428,5601467987,1688116262420,287569614,112321621268,0.8096660998158278,0.7722041100505475,0.8072295558147501,0.7682364228944113,0.15132868421915135,0.18064768985447677,0.041441759966098536,0.0511158872511119
Jul,1070573773,413892850264,28881809,28276460667,15600063,7039194576,5424202339,1563363171117,224932813,76210892883,0.804205937599013,0.7518266327086646,0.801899665722868,0.7484566339932591,0.16484686468254867,0.21505757088590766,0.03325346959458335,0.036485795120833234
Aug,1366681033,485637565836,48882295,46746679011,15453436,7482407372,5929826209,1916872002260,202369039,76960817877,0.7860786707508736,0.7595038127559024,0.7840354335686445,0.7565506577137843,0.18920754326726655,0.21307446210935055,0.026757023164088976,0.03037488017686517
Sep,1361319818,499387796152,121997306,128537702040,47025599,14859217221,4906304488,1716535735629,203843924,71116726928,0.7459282734213002,0.7123800477312199,0.7388466286989479,0.7062662434511969,0.23045625570283967,0.26447287806462866,0.030697115598212452,0.029260878484174434
Oct,1237699717,452691838209,41130654,44435604629,18720622,9822980298,4120851242,1421987263656,293906342,127245699328,0.7246758133248514,0.6963436498997365,0.7213985705520474,0.6915663618600078,0.22715001745956975,0.24654922637645224,0.05145141198838286,0.06188441176353998
Nov,1373468742,428238320470,21680727,24448971069,87684577,16952423256,4134017893,1377477864894,193841151,63974811059,0.7265402602772814,0.7296509027510811,0.7114500506169394,0.7207803618300507,0.2551905638506198,0.24574411842599792,0.03335938553244085,0.033475519743951423
Dec,1543688237,549817866782,130066510,135925064033,23314166,13096870143,4495999202,1694148876972,151104182,31617447438,0.712356656854523,0.7041332318897277,0.7086817620205627,0.6987315833473228,0.26750044506239234,0.2882281759689657,0.023817792917045045,0.013040240683711542
